planet_name,host_star,Number_of_stars,Number_of_planets,discovery_method,Discover_year,Discovery_facility,orbit_period_days,planet_radius_earth,planet_mass_earth,Planet_temperature,Orbital_shape,Distance_from_host_star,Host_star_temp,Host_star_radius,Host_star_mass,Host_star_age,Distance_from_earth,planet_type,habitable_zone_flag,multi_planet_system,Recent_discovery,Distance_category,star_type,Orbit_category
Kepler-932 b,Kepler-932,1,1,Transit,2016.0,Kepler,1.921437396,1.37,2.45,1276.0,0.0,0.02876,5331.0,0.84,0.87,4.68,465.612,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-931 b,Kepler-931,1,1,Transit,2016.0,Kepler,8.03755877,1.33,2.33,744.0,0.0,0.0719,5241.0,0.81,0.86,4.68,490.0,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1006 b,Kepler-1006,1,1,Transit,2016.0,Kepler,19.76172042,1.54,2.99,791.0,0.0,0.1464,5328.0,0.74,0.78,4.27,1081.738,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-990 b,Kepler-990,1,2,Transit,2016.0,Kepler,9.91723428,2.6,7.27,903.0,0.0,0.08595,5948.0,1.08,1.05,3.55,802.163,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-892 b,Kepler-892,1,1,Transit,2016.0,Kepler,13.7521072,2.81,8.3,556.0,0.0,0.1015,4747.0,0.72,0.75,5.01,570.727,Mini-Neptune,No,No,False,Far(500-2kpc),K-type,Medium(10-100d)
Kepler-895 b,Kepler-895,1,1,Transit,2016.0,Kepler,2.806242328,1.54,2.99,771.0,0.0,0.0328,4315.0,0.61,0.65,2.63,540.134,Super-Earth,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-507 b,Kepler-507,1,1,Transit,2016.0,Kepler,3.568096926,1.3,5.69692195,1407.0,0.0,0.04781,6113.0,1.32,1.16,3.8,391.644,Super-Earth,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
Kepler-1027 b,Kepler-1027,2,1,Transit,2016.0,Kepler,1.907805199,0.89,0.64,1268.0,0.0,0.02911,5436.0,0.82,0.91,1.41,405.104,Sub-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-982 b,Kepler-982,1,1,Transit,2016.0,Kepler,15.7738221,2.25,5.69,955.0,0.0,0.1277,6139.0,1.29,1.16,3.55,801.479,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1052 b,Kepler-1052,1,2,Transit,2016.0,Kepler,34.8538276,2.93,8.91,522.0,0.0,0.20988,5888.0,1.03,1.03,3.55,943.444,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-897 b,Kepler-897,1,1,Transit,2016.0,Kepler,8.0472642,2.39,6.3,855.0,0.0,0.077,5839.0,1.04,1.03,4.37,1519.25,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-898 b,Kepler-898,1,1,Transit,2016.0,Kepler,5.8706191,1.49,2.83,616.0,0.0,0.0545,4223.0,0.62,0.65,3.98,484.891,Super-Earth,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-938 b,Kepler-938,1,1,Transit,2016.0,Kepler,52.6298417,2.22,5.56,544.0,0.0,0.2689,5533.0,0.89,0.92,4.27,1182.05,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-986 b,Kepler-986,1,1,Transit,2016.0,Kepler,56.4349938,2.36,6.17,465.0,0.0,0.29131,5642.0,0.98,0.96,6.17,548.364,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-978 b,Kepler-978,1,1,Transit,2016.0,Kepler,49.6221509,2.99,9.22,546.0,0.0,0.2726,6002.0,1.09,1.07,3.63,682.522,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-960 b,Kepler-960,1,1,Transit,2016.0,Kepler,3.12686223,2.29,5.86,1391.0,0.0,0.03807,4755.0,0.72,0.77,3.63,284.916,Mini-Neptune,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-976 b,Kepler-976,1,1,Transit,2016.0,Kepler,105.9564148,3.96,14.9,324.0,0.0,0.4217,5232.0,0.83,0.87,4.68,1012.41,Neptune-like,Yes,No,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
Kepler-899 b,Kepler-899,1,1,Transit,2016.0,Kepler,19.17891293,2.68,7.65,640.0,0.0,0.1392,5595.0,0.91,0.93,4.07,1246.43,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1015 b,Kepler-1015,1,1,Transit,2016.0,Kepler,16.00494214,3.55,12.3,1040.0,0.0,0.1345,6769.0,1.81,1.49,1.58,739.357,Neptune-like,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1002 b,Kepler-1002,1,1,Transit,2016.0,Kepler,4.336429331,1.71,3.57,1453.0,0.0,0.0564,6144.0,1.57,1.22,4.07,408.303,Super-Earth,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
Kepler-889 b,Kepler-889,1,1,Transit,2016.0,Kepler,3.744439,1.09,1.32,1328.0,0.0,0.04975,5961.0,1.25,1.14,3.98,598.313,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-903 b,Kepler-903,1,2,Transit,2016.0,Kepler,10.3507721,2.01,4.7,842.0,0.0,0.09081,5682.0,0.97,0.98,4.79,1369.24,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-904 b,Kepler-904,1,1,Transit,2016.0,Kepler,3.021668632,1.77,3.78,1332.0,0.0,0.0417,6160.0,1.25,1.16,3.02,978.125,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-918 b,Kepler-918,1,1,Transit,2016.0,Kepler,4.85386933,1.74,3.68,1052.0,0.0,0.0569,6028.0,1.14,1.11,3.24,1025.03,Super-Earth,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-920 b,Kepler-920,1,2,Transit,2016.0,Kepler,6.53192704,2.42,6.44,907.0,0.0,0.065,5403.0,0.85,0.89,4.37,1001.68,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-961 b,Kepler-961,1,1,Transit,2016.0,Kepler,16.87727414,2.55,7.04,642.0,0.0,0.12585,5582.0,0.9,0.96,2.82,574.314,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-972 b,Kepler-972,1,1,Transit,2016.0,Kepler,7.03932553,4.65,19.5,1060.0,0.0,0.0734,6146.0,1.22,1.15,2.82,1198.03,Neptune-like,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-886 b,Kepler-886,1,1,Transit,2016.0,Kepler,6.24146367,1.52,2.92,1111.0,0.0,0.06428,6098.0,1.16,1.1,3.39,711.297,Super-Earth,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-885 b,Kepler-885,1,1,Transit,2016.0,Kepler,18.11472949,2.5,6.8,830.0,0.0,0.14403,6187.0,1.35,1.21,3.16,651.318,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-906 b,Kepler-906,1,1,Transit,2016.0,Kepler,41.6979976,2.11,5.1,537.0,0.0,0.22363,6035.0,1.02,1.06,1.86,757.791,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-466 c,Kepler-466,1,2,Transit,2016.0,Kepler,3.709213846,1.25,2.1,1206.0,0.0,0.04658,5927.0,1.05,1.04,3.47,530.122,Super-Earth,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-921 b,Kepler-921,1,1,Transit,2016.0,Kepler,51.300634,2.87,8.6,492.0,0.0,0.2716,5663.0,0.91,0.93,4.27,934.49,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-943 b,Kepler-943,1,1,Transit,2016.0,Kepler,49.7701438,5.93,29.5,455.0,0.0,0.2559,5612.0,0.91,0.93,4.27,2300.53,Neptune-like,No,No,False,Distant(2k+pc),G-type(Sun-like),Medium(10-100d)
Kepler-946 b,Kepler-946,1,1,Transit,2016.0,Kepler,11.79162572,1.93,4.38,857.0,0.0,0.1002,5665.0,0.93,0.94,4.17,1137.29,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1014 b,Kepler-1014,1,1,Transit,2016.0,Kepler,16.57110363,2.39,6.3,614.0,0.0,0.121,5388.0,0.84,0.88,4.79,624.8,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-852 b,Kepler-852,1,1,Transit,2016.0,Kepler,44.9309804,2.54,6.99,565.0,0.0,0.27967,6100.0,1.16,1.19,1.48,1619.03,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-884 b,Kepler-884,1,1,Transit,2016.0,Kepler,5.69919514,1.23,2.04,964.0,0.0,0.06116,5715.0,0.94,1.0,2.45,476.733,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-529 c,Kepler-529,1,3,Transit,2016.0,Kepler,12.8345022,2.0,4.66,891.0,0.0,0.1075,6087.0,1.14,1.07,3.98,799.008,Mini-Neptune,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-944 b,Kepler-944,1,1,Transit,2016.0,Kepler,43.3167737,2.63,7.41,459.0,0.0,0.2288,5409.0,0.83,0.86,4.47,1349.43,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-942 b,Kepler-942,1,1,Transit,2016.0,Kepler,44.96417488,2.13,5.18,379.0,0.0,0.22737,4861.0,0.75,0.81,4.17,216.354,Mini-Neptune,Yes,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1010 b,Kepler-1010,1,1,Transit,2016.0,Kepler,34.2685705,2.32,5.99,477.0,0.0,0.193,5253.0,0.82,0.86,4.79,579.273,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-882 b,Kepler-882,1,1,Transit,2016.0,Kepler,3.989539666,1.23,2.04,903.0,0.0,0.04741,5476.0,0.87,0.9,4.57,504.605,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-255 d,Kepler-255,1,3,Transit,2016.0,Kepler,1.045622658,1.32,2.3,1710.0,0.0,0.0192,5431.0,0.86,0.9,4.37,1052.53,Super-Earth,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-758 c,Kepler-758,1,4,Transit,2016.0,Kepler,4.75793986,1.69,3.5,1372.0,0.0,0.05768,6228.0,1.42,1.16,3.8,1502.32,Super-Earth,No,Yes,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-1034 b,Kepler-1034,1,1,Transit,2016.0,Kepler,12.12400943,2.26,5.73,675.0,0.0,0.0965,5198.0,0.8,0.83,4.79,654.549,Mini-Neptune,No,No,False,Far(500-2kpc),K-type,Medium(10-100d)
Kepler-1013 b,Kepler-1013,1,1,Transit,2016.0,Kepler,18.93054959,2.15,5.27,766.0,0.0,0.137,4954.0,0.76,0.81,4.27,422.246,Mini-Neptune,No,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1054 b,Kepler-1054,1,1,Transit,2016.0,Kepler,4.30655689,2.63,7.41,1177.0,0.0,0.05542,6209.0,1.34,1.22,2.82,1090.51,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-760 c,Kepler-760,1,2,Transit,2016.0,Kepler,2.46697439,1.48,2.79,1139.0,0.0,0.03489,5322.0,0.85,0.89,4.57,792.336,Super-Earth,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-271 c,Kepler-271,1,3,Transit,2014.0,Kepler,7.41086267,0.95,0.809,850.0,0.0,0.06993,5555.0,0.87,0.9,4.57,404.542,Sub-Earth,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-967 b,Kepler-967,1,2,Transit,2016.0,Kepler,13.22713379,2.35,6.12,638.0,0.0,0.1027,5178.0,0.8,0.84,5.89,568.546,Mini-Neptune,No,Yes,False,Far(500-2kpc),K-type,Medium(10-100d)
Kepler-995 b,Kepler-995,1,1,Transit,2016.0,Kepler,28.26731672,2.7,7.75,517.0,0.0,0.1701,5206.0,0.8,0.83,5.01,609.638,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
TOI-2368 b,TOI-2368,1,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),5.1750073,10.83908434,206.58846455,1000.0,0.061,0.05649,5360.0,0.846,0.897,4.2,210.915,Gas Giant,No,No,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1033 b,Kepler-1033,1,1,Transit,2016.0,Kepler,7.56052806,2.51,6.85,914.0,0.0,0.0761,5547.0,0.92,0.94,5.01,1455.5,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-876 b,Kepler-876,1,1,Transit,2016.0,Kepler,5.14438011,1.43,2.63,923.0,0.0,0.0549,5060.0,0.77,0.81,5.25,820.913,Super-Earth,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-875 b,Kepler-875,1,1,Transit,2016.0,Kepler,27.5073799,2.9,8.75,569.0,0.0,0.1771,5958.0,1.11,1.06,3.39,1242.62,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-732 c,Kepler-732,1,2,Transit,2016.0,Kepler,0.893041236,1.27,2.15,893.0,0.0,0.0143,3631.0,0.46,0.49,4.47,174.826,Super-Earth,No,Yes,False,Mid(100-500pc),M-type(Red Dwarf),Ultra-Short(<1d)
Kepler-1060 b,Kepler-1060,1,1,Transit,2016.0,Kepler,46.8779367,2.38,6.26,484.0,0.0,0.2495,5797.0,0.99,0.99,4.27,946.565,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1008 b,Kepler-1008,2,1,Transit,2016.0,Kepler,12.43931193,1.28,2.18,627.0,0.0,0.09755,5066.0,0.78,0.81,6.76,282.565,Super-Earth,No,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1055 b,Kepler-1055,1,1,Transit,2016.0,Kepler,2.295036233,1.23,2.04,1304.0,0.0,0.0335,5723.0,0.94,0.98,3.09,389.397,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1045 b,Kepler-1045,1,1,Transit,2016.0,Kepler,26.41045478,2.69,7.7,512.0,0.0,0.1616,5301.0,0.82,0.86,4.47,942.485,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-872 b,Kepler-872,1,1,Transit,2016.0,Kepler,2.578855068,1.99,4.62,1230.0,0.0,0.0362,5902.0,1.08,1.05,4.17,879.683,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1071 b,Kepler-1071,1,1,Transit,2016.0,Kepler,6.1799844,2.38,6.26,814.0,0.0,0.0629,5215.0,0.81,0.86,4.27,1042.27,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1139 b,Kepler-1139,1,1,Transit,2016.0,Kepler,0.813166719,1.19,1.81,1693.0,0.0,0.01664,5550.0,0.91,0.94,4.47,495.156,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
Kepler-1180 b,Kepler-1180,1,1,Transit,2016.0,Kepler,16.8601286,1.99,4.62,765.0,0.0,0.1246,6077.0,1.14,1.09,3.09,1596.8,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1181 b,Kepler-1181,1,2,Transit,2016.0,Kepler,4.89337519,1.57,3.09,1374.0,0.0,0.0621,6176.0,1.3,1.17,3.24,938.417,Super-Earth,No,Yes,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-991 b,Kepler-991,1,1,Transit,2016.0,Kepler,82.5342519,2.54,6.99,260.0,0.0,0.3104,4392.0,0.61,0.64,3.47,389.561,Mini-Neptune,Yes,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1141 b,Kepler-1141,1,1,Transit,2016.0,Kepler,2.344511944,0.82,0.477,1471.0,0.0,0.03496,5791.0,1.07,1.01,6.17,393.642,Sub-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1140 b,Kepler-1140,1,1,Transit,2016.0,Kepler,24.0862707,2.77,8.1,500.0,0.0,0.1478,4850.0,0.73,0.76,5.01,656.48,Mini-Neptune,No,No,False,Far(500-2kpc),K-type,Medium(10-100d)
Kepler-1183 b,Kepler-1183,1,1,Transit,2016.0,Kepler,28.5057189,2.82,8.35,555.0,0.0,0.1793,5765.0,0.99,1.0,4.27,1919.19,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1192 b,Kepler-1192,1,1,Transit,2016.0,Kepler,25.2034787,2.36,6.17,600.0,0.0,0.1693,5438.0,0.83,0.86,4.47,1304.19,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1028 b,Kepler-1028,1,1,Transit,2016.0,Kepler,2.51462432,1.33,2.33,1217.0,0.0,0.0354,5522.0,0.87,0.9,4.68,607.916,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1004 b,Kepler-1004,1,1,Transit,2016.0,Kepler,5.28789787,6.28,32.5,1661.0,0.0,0.06791,4972.0,3.39,1.11,7.76,1152.68,Gas Giant,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-1072 b,Kepler-1072,1,1,Transit,2016.0,Kepler,1.569066502,1.58,3.12,1849.0,0.0,0.02742,6199.0,1.32,1.2,2.88,982.716,Super-Earth,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
TOI-3919 b,TOI-3919,1,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),7.433234,12.31866979,1233.17421916,1198.0,0.259,0.0795,6100.0,1.319,1.208,3.1,604.591,Gas Giant,No,No,True,Far(500-2kpc),F-type,Short(1-10d)
Kepler-1065 b,Kepler-1065,1,2,Transit,2016.0,Kepler,3.609308907,3.73,13.4,1092.0,0.0,0.0455,5635.0,0.93,0.94,4.47,1122.48,Neptune-like,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1077 b,Kepler-1077,1,1,Transit,2016.0,Kepler,34.3511874,2.77,8.1,576.0,0.0,0.2101,5816.0,1.02,1.02,4.17,1101.42,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1194 b,Kepler-1194,1,1,Transit,2016.0,Kepler,16.22371307,1.51,2.89,676.0,0.0,0.1212,5590.0,0.92,0.94,4.79,757.382,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1197 b,Kepler-1197,1,1,Transit,2016.0,Kepler,2.03231845,1.25,2.1,1011.0,0.0,0.02869,4708.0,0.72,0.78,2.69,486.94,Super-Earth,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1146 b,Kepler-1146,1,1,Transit,2016.0,Kepler,2.352265797,1.23,2.04,1019.0,0.0,0.0325,4692.0,0.7,0.74,4.9,703.038,Super-Earth,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-1144 b,Kepler-1144,1,1,Transit,2016.0,Kepler,17.14647302,1.99,4.62,811.0,0.0,0.1291,5753.0,0.96,0.98,3.98,1140.57,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1079 b,Kepler-1079,1,1,Transit,2016.0,Kepler,13.24503188,1.63,3.29,887.0,0.0,0.1092,5758.0,1.36,1.08,6.61,591.098,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1066 b,Kepler-1066,1,1,Transit,2016.0,Kepler,1.931559839,2.36,6.17,1290.0,0.0,0.0298,5762.0,0.98,0.98,3.8,344.251,Mini-Neptune,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1198 b,Kepler-1198,1,1,Transit,2016.0,Kepler,7.6847716,1.47,2.76,830.0,0.0,0.0732,5517.0,0.9,0.93,4.68,743.03,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1199 b,Kepler-1199,1,1,Transit,2016.0,Kepler,15.0447198,1.15,1.6,931.0,0.0,0.11309,5889.0,1.17,0.94,7.76,563.493,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-968 b,Kepler-968,1,3,Transit,2016.0,Kepler,3.692983728,2.0,4.66,745.0,0.0,0.0389,4598.0,0.7,0.76,2.14,290.324,Mini-Neptune,No,Yes,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1047 b,Kepler-1047,1,2,Transit,2016.0,Kepler,56.1886887,2.09,5.02,503.0,0.0,0.29871,5754.0,1.13,1.08,4.47,817.647,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1148 b,Kepler-1148,1,1,Transit,2016.0,Kepler,1.104463509,1.69,3.5,1397.0,0.0,0.0188,5054.0,0.77,0.81,4.57,625.692,Super-Earth,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-1147 b,Kepler-1147,1,1,Transit,2016.0,Kepler,10.62784997,2.61,7.32,872.0,0.0,0.0961,5941.0,1.14,1.09,3.8,1657.36,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1081 b,Kepler-1081,1,1,Transit,2016.0,Kepler,3.856918547,1.01,1.01,972.0,0.0,0.04662,5345.0,0.84,0.88,4.68,420.215,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1062 b,Kepler-1062,1,1,Transit,2016.0,Kepler,9.30412078,1.76,3.75,583.0,0.0,0.0748,4597.0,0.7,0.75,2.45,397.455,Mini-Neptune,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1063 b,Kepler-1063,2,1,Transit,2016.0,Kepler,14.07971466,1.49,2.83,931.0,0.0,0.1176,5945.0,1.14,1.09,3.39,343.226,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-1064 b,Kepler-1064,1,1,Transit,2016.0,Kepler,16.54080322,1.55,3.02,570.0,0.0,0.1183,5153.0,0.79,0.85,3.89,374.0,Super-Earth,No,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1084 b,Kepler-1084,1,1,Transit,2016.0,Kepler,2.05333679,1.11,1.41,1737.0,0.0,0.0324,6113.0,1.28,1.12,4.07,405.533,Super-Earth,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
Kepler-1087 b,Kepler-1087,1,1,Transit,2016.0,Kepler,0.693842855,0.61,0.165,2161.0,0.0,0.01554,5589.0,0.94,0.96,3.55,362.623,Sub-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
Kepler-1207 b,Kepler-1207,1,1,Transit,2016.0,Kepler,13.68237119,1.62,3.26,802.0,0.0,0.1156,5909.0,1.06,1.06,3.63,1754.19,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1209 b,Kepler-1209,1,1,Transit,2016.0,Kepler,25.369116,1.51,2.89,755.0,0.0,0.17515,6210.0,1.38,1.23,3.09,505.531,Super-Earth,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1114 b,Kepler-1114,1,1,Transit,2016.0,Kepler,14.97435694,1.35,2.39,631.0,0.0,0.11056,5374.0,0.83,0.87,4.27,418.417,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-1115 b,Kepler-1115,1,1,Transit,2016.0,Kepler,23.5540725,1.7,3.53,1381.0,0.0,0.2134,8480.0,1.73,1.6,1.12,983.245,Super-Earth,No,No,False,Far(500-2kpc),A-type,Medium(10-100d)
Kepler-1154 b,Kepler-1154,1,2,Transit,2016.0,Kepler,5.1856142,2.34,6.08,1314.0,0.0,0.0631,6327.0,1.43,1.26,2.29,1460.1,Mini-Neptune,No,Yes,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-1089 b,Kepler-1089,1,1,Transit,2016.0,Kepler,5.132485618,1.83,4.01,584.0,0.0,0.0497,3753.0,0.49,0.52,3.72,259.328,Mini-Neptune,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1216 b,Kepler-1216,1,1,Transit,2016.0,Kepler,4.37034536,1.39,2.51,1191.0,0.0,0.0519,5743.0,0.98,0.99,4.07,1258.36,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1215 b,Kepler-1215,1,1,Transit,2016.0,Kepler,4.76703963,1.22,1.98,1046.0,0.0,0.0528,5616.0,0.93,0.95,4.79,661.022,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1117 b,Kepler-1117,1,1,Transit,2016.0,Kepler,4.79028459,1.11,1.41,938.0,0.0,0.05485,5612.0,0.93,0.95,4.27,568.487,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1156 b,Kepler-1156,1,1,Transit,2016.0,Kepler,11.89520511,1.32,2.3,787.0,0.0,0.09704,5778.0,1.0,1.0,4.47,691.331,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1092 b,Kepler-1092,1,1,Transit,2016.0,Kepler,58.6017925,2.07,4.94,508.0,0.0,0.2996,5862.0,1.0,0.99,3.8,981.233,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1093 b,Kepler-1093,1,2,Transit,2016.0,Kepler,25.0824626,1.95,4.46,776.0,0.0,0.17543,6166.0,1.2,1.13,2.95,1072.88,Mini-Neptune,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1210 b,Kepler-1210,1,1,Transit,2016.0,Kepler,8.07124073,1.7,3.53,856.0,0.0,0.0753,5568.0,0.92,0.94,5.13,1176.53,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1212 b,Kepler-1212,1,1,Transit,2016.0,Kepler,12.94130146,2.14,5.22,795.0,0.0,0.1082,6051.0,1.15,1.1,3.24,1316.57,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1120 b,Kepler-1120,1,1,Transit,2016.0,Kepler,2.949029052,1.38,2.48,1027.0,0.0,0.0369,4904.0,0.74,0.78,4.68,615.231,Super-Earth,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-1159 b,Kepler-1159,1,1,Transit,2016.0,Kepler,22.70816791,2.37,6.21,677.0,0.0,0.1603,6217.0,1.28,1.19,2.75,1213.71,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
